newindex,BaseDateTime,coordinate,envelope
655,2017-11-22T16:15:49,POINT (-80.03472806636532 25.84473519444364),"POLYGON ((-80.05472806636531 25.82473519444364, -80.01472806636532 25.82473519444364, -80.01472806636532 25.86473519444364, -80.05472806636531 25.86473519444364, -80.05472806636531 25.82473519444364))"
656,2017-11-22T16:14:42,POINT (-80.01111994175784 25.97452713700604),"POLYGON ((-80.03111994175784 25.95452713700604, -79.99111994175784 25.95452713700604, -79.99111994175784 25.99452713700604, -80.03111994175784 25.99452713700604, -80.03111994175784 25.95452713700604))"
657,2017-11-22T16:14:19,POINT (-80.04115982403763 25.85930189052244),"POLYGON ((-80.06115982403763 25.83930189052244, -80.02115982403764 25.83930189052244, -80.02115982403764 25.87930189052244, -80.06115982403763 25.87930189052244, -80.06115982403763 25.83930189052244))"
658,2017-11-22T16:14:03,POINT (-80.11303756286257 25.9140254960278),"POLYGON ((-80.13303756286257 25.8940254960278, -80.09303756286258 25.8940254960278, -80.09303756286258 25.9340254960278, -80.13303756286257 25.9340254960278, -80.13303756286257 25.8940254960278))"
659,2017-11-22T16:15:15,POINT (-79.98738663170607 25.89916878681264),"POLYGON ((-80.00738663170607 25.87916878681264, -79.96738663170608 25.87916878681264, -79.96738663170608 25.91916878681264, -80.00738663170607 25.91916878681264, -80.00738663170607 25.87916878681264))"
660,2017-11-24T15:16:29,POINT (-80.09237546329345 25.95760185490137),"POLYGON ((-80.11237546329345 25.93760185490137, -80.07237546329345 25.93760185490137, -80.07237546329345 25.97760185490137, -80.11237546329345 25.97760185490137, -80.11237546329345 25.93760185490137))"
661,2017-11-24T15:17:32,POINT (-80.00003242231378 26.71476386615458),"POLYGON ((-80.02003242231378 26.69476386615458, -79.98003242231378 26.69476386615458, -79.98003242231378 26.73476386615458, -80.02003242231378 26.73476386615458, -80.02003242231378 26.69476386615458))"
662,2017-11-24T15:16:08,POINT (-80.06796343203044 25.96575502714677),"POLYGON ((-80.08796343203043 25.94575502714677, -80.04796343203044 25.94575502714677, -80.04796343203044 25.98575502714677, -80.08796343203043 25.98575502714677, -80.08796343203043 25.94575502714677))"
663,2017-11-24T15:16:48,POINT (-80.05113012215183 26.04096086101708),"POLYGON ((-80.07113012215183 26.02096086101708, -80.03113012215184 26.02096086101708, -80.03113012215184 26.06096086101708, -80.07113012215183 26.06096086101708, -80.07113012215183 26.02096086101708))"
664,2017-11-24T15:17:47,POINT (-80.01596931642909 25.74711447295257),"POLYGON ((-80.03596931642909 25.72711447295257, -79.9959693164291 25.72711447295257, -79.9959693164291 25.76711447295257, -80.03596931642909 25.76711447295257, -80.03596931642909 25.72711447295257))"
665,2017-11-24T15:17:17,POINT (-79.9788310341995 26.83156312094047),"POLYGON ((-79.9988310341995 26.81156312094047, -79.95883103419951 26.81156312094047, -79.95883103419951 26.85156312094047, -79.9988310341995 26.85156312094047, -79.9988310341995 26.81156312094047))"
666,2017-11-24T15:17:30,POINT (-80.07320926713813 25.84340574029195),"POLYGON ((-80.09320926713812 25.82340574029195, -80.05320926713813 25.82340574029195, -80.05320926713813 25.86340574029195, -80.09320926713812 25.86340574029195, -80.09320926713812 25.82340574029195))"
667,2017-11-24T15:17:05,POINT (-79.99993296486103 25.87983643581865),"POLYGON ((-80.01993296486103 25.85983643581865, -79.97993296486104 25.85983643581865, -79.97993296486104 25.89983643581865, -80.01993296486103 25.89983643581865, -80.01993296486103 25.85983643581865))"
668,2017-11-24T15:17:06,POINT (-79.97893280018241 26.56800104181363),"POLYGON ((-79.9989328001824 26.54800104181363, -79.95893280018241 26.54800104181363, -79.95893280018241 26.58800104181363, -79.9989328001824 26.58800104181363, -79.9989328001824 26.54800104181363))"
669,2017-11-24T15:17:43,POINT (-79.98593003968901 26.8006722446592),"POLYGON ((-80.00593003968901 26.7806722446592, -79.96593003968901 26.7806722446592, -79.96593003968901 26.8206722446592, -80.00593003968901 26.8206722446592, -80.00593003968901 26.7806722446592))"
670,2017-11-24T15:17:31,POINT (-80.04670660553293 26.05074902775923),"POLYGON ((-80.06670660553293 26.03074902775923, -80.02670660553294 26.03074902775923, -80.02670660553294 26.07074902775923, -80.06670660553293 26.07074902775923, -80.06670660553293 26.03074902775923))"
671,2017-11-24T15:17:47,POINT (-80.08130456061097 26.14354288004542),"POLYGON ((-80.10130456061097 26.12354288004542, -80.06130456061098 26.12354288004542, -80.06130456061098 26.16354288004542, -80.10130456061097 26.16354288004542, -80.10130456061097 26.12354288004542))"
672,2017-11-24T15:16:55,POINT (-80.05765360167175 26.0437320828683),"POLYGON ((-80.07765360167174 26.0237320828683, -80.03765360167175 26.0237320828683, -80.03765360167175 26.0637320828683, -80.07765360167174 26.0637320828683, -80.07765360167174 26.0237320828683))"
673,2017-11-24T15:17:55,POINT (-80.01562531887423 26.03930042218154),"POLYGON ((-80.03562531887422 26.01930042218154, -79.99562531887423 26.01930042218154, -79.99562531887423 26.05930042218154, -80.03562531887422 26.05930042218154, -80.03562531887422 26.01930042218154))"
674,2017-11-24T15:17:38,POINT (-80.10647089917465 25.83787149470318),"POLYGON ((-80.12647089917465 25.81787149470318, -80.08647089917466 25.81787149470318, -80.08647089917466 25.85787149470318, -80.12647089917465 25.85787149470318, -80.12647089917465 25.81787149470318))"
675,2017-11-24T15:17:37,POINT (-80.06905216857348 25.96977825169253),"POLYGON ((-80.08905216857347 25.94977825169253, -80.04905216857348 25.94977825169253, -80.04905216857348 25.98977825169253, -80.08905216857347 25.98977825169253, -80.08905216857347 25.94977825169253))"
676,2017-11-24T15:16:54,POINT (-79.95106021946444 26.07010942939884),"POLYGON ((-79.97106021946443 26.05010942939884, -79.93106021946444 26.05010942939884, -79.93106021946444 26.09010942939884, -79.97106021946443 26.09010942939884, -79.97106021946443 26.05010942939884))"
677,2017-11-25T16:13:02,POINT (-79.93658618868247 26.79961870944195),"POLYGON ((-79.95658618868246 26.77961870944196, -79.91658618868247 26.77961870944196, -79.91658618868247 26.81961870944195, -79.95658618868246 26.81961870944195, -79.95658618868246 26.77961870944196))"
678,2017-11-25T16:14:03,POINT (-79.94632637850133 26.77518084601189),"POLYGON ((-79.96632637850132 26.75518084601189, -79.92632637850133 26.75518084601189, -79.92632637850133 26.79518084601189, -79.96632637850132 26.79518084601189, -79.96632637850132 26.75518084601189))"
679,2017-11-26T16:14:22,POINT (-79.99345823201688 26.47344611835739),"POLYGON ((-80.01345823201687 26.45344611835739, -79.97345823201688 26.45344611835739, -79.97345823201688 26.49344611835739, -80.01345823201687 26.49344611835739, -80.01345823201687 26.45344611835739))"
680,2017-11-26T16:14:31,POINT (-80.06977831542265 26.13079529339116),"POLYGON ((-80.08977831542265 26.11079529339116, -80.04977831542266 26.11079529339116, -80.04977831542266 26.15079529339116, -80.08977831542265 26.15079529339116, -80.08977831542265 26.11079529339116))"
681,2017-11-26T16:13:22,POINT (-80.03121429357199 25.97519693654596),"POLYGON ((-80.05121429357199 25.95519693654596, -80.011214293572 25.95519693654596, -80.011214293572 25.99519693654596, -80.05121429357199 25.99519693654596, -80.05121429357199 25.95519693654596))"
682,2017-11-26T16:13:54,POINT (-79.99713958205623 26.27622304312169),"POLYGON ((-80.01713958205623 26.25622304312169, -79.97713958205624 26.25622304312169, -79.97713958205624 26.29622304312169, -80.01713958205623 26.29622304312169, -80.01713958205623 26.25622304312169))"
683,2017-11-26T16:14:10,POINT (-79.93515408626202 26.00642791948994),"POLYGON ((-79.95515408626201 25.98642791948994, -79.91515408626202 25.98642791948994, -79.91515408626202 26.02642791948994, -79.95515408626201 26.02642791948994, -79.95515408626201 25.98642791948994))"
684,2017-11-26T16:13:08,POINT (-80.01827575524212 26.64427603548817),"POLYGON ((-80.03827575524211 26.62427603548817, -79.99827575524212 26.62427603548817, -79.99827575524212 26.66427603548817, -80.03827575524211 26.66427603548817, -80.03827575524211 26.62427603548817))"
685,2017-11-26T16:14:23,POINT (-80.03973442994932 25.99847535847952),"POLYGON ((-80.05973442994932 25.97847535847952, -80.01973442994932 25.97847535847952, -80.01973442994932 26.01847535847952, -80.05973442994932 26.01847535847952, -80.05973442994932 25.97847535847952))"
686,2017-11-26T16:13:26,POINT (-80.03001860156648 26.366125137815),"POLYGON ((-80.05001860156648 26.346125137815, -80.01001860156649 26.346125137815, -80.01001860156649 26.386125137815, -80.05001860156648 26.386125137815, -80.05001860156648 26.346125137815))"
687,2017-11-26T16:14:37,POINT (-80.005127106095 26.27314256765842),"POLYGON ((-80.025127106095 26.25314256765842, -79.98512710609501 26.25314256765842, -79.98512710609501 26.29314256765842, -80.025127106095 26.29314256765842, -80.025127106095 26.25314256765842))"
688,2017-11-26T16:13:35,POINT (-79.9956587191066 26.38768718562267),"POLYGON ((-80.0156587191066 26.36768718562267, -79.9756587191066 26.36768718562267, -79.9756587191066 26.40768718562267, -80.0156587191066 26.40768718562267, -80.0156587191066 26.36768718562267))"
689,2017-11-26T16:14:19,POINT (-80.02255368738795 26.50552939964425),"POLYGON ((-80.04255368738795 26.48552939964425, -80.00255368738796 26.48552939964425, -80.00255368738796 26.52552939964425, -80.04255368738795 26.52552939964425, -80.04255368738795 26.48552939964425))"
690,2017-11-26T16:14:39,POINT (-80.02771350512722 26.64498914394132),"POLYGON ((-80.04771350512722 26.62498914394132, -80.00771350512723 26.62498914394132, -80.00771350512723 26.66498914394132, -80.04771350512722 26.66498914394132, -80.04771350512722 26.62498914394132))"
691,2017-11-26T16:14:37,POINT (-80.05099492486221 26.07983857748525),"POLYGON ((-80.07099492486221 26.05983857748526, -80.03099492486221 26.05983857748526, -80.03099492486221 26.09983857748525, -80.07099492486221 26.09983857748525, -80.07099492486221 26.05983857748526))"
692,2017-11-26T16:13:30,POINT (-80.04872496436452 26.06238079587472),"POLYGON ((-80.06872496436452 26.04238079587472, -80.02872496436453 26.04238079587472, -80.02872496436453 26.08238079587472, -80.06872496436452 26.08238079587472, -80.06872496436452 26.04238079587472))"
693,2017-11-26T16:13:02,POINT (-79.94358741716731 26.01890061610737),"POLYGON ((-79.9635874171673 25.99890061610737, -79.92358741716731 25.99890061610737, -79.92358741716731 26.03890061610737, -79.9635874171673 26.03890061610737, -79.9635874171673 25.99890061610737))"
694,2017-11-26T16:14:56,POINT (-80.01996749927496 26.16949680560765),"POLYGON ((-80.03996749927495 26.14949680560765, -79.99996749927496 26.14949680560765, -79.99996749927496 26.18949680560765, -80.03996749927495 26.18949680560765, -80.03996749927495 26.14949680560765))"
695,,,
696,,,
697,,,
698,,,
699,,,
700,,,
701,,,
702,,,
703,,,
704,,,
705,,,
706,,,
707,,,
708,,,
709,2017-12-03T16:13:34,POINT (-80.03573334810612 26.04048019000109),"POLYGON ((-80.05573334810612 26.02048019000109, -80.01573334810612 26.02048019000109, -80.01573334810612 26.06048019000109, -80.05573334810612 26.06048019000109, -80.05573334810612 26.02048019000109))"
710,2017-12-03T16:13:36,POINT (-80.06026643012609 26.08783480381052),"POLYGON ((-80.08026643012609 26.06783480381052, -80.0402664301261 26.06783480381052, -80.0402664301261 26.10783480381052, -80.08026643012609 26.10783480381052, -80.08026643012609 26.06783480381052))"
711,2017-12-03T16:13:17,POINT (-80.09407697520123 25.8219809153272),"POLYGON ((-80.11407697520123 25.8019809153272, -80.07407697520124 25.8019809153272, -80.07407697520124 25.8419809153272, -80.11407697520123 25.8419809153272, -80.11407697520123 25.8019809153272))"
712,2017-12-03T16:13:13,POINT (-80.07480944149511 26.03690738728972),"POLYGON ((-80.0948094414951 26.01690738728972, -80.05480944149511 26.01690738728972, -80.05480944149511 26.05690738728972, -80.0948094414951 26.05690738728972, -80.0948094414951 26.01690738728972))"
713,2017-12-03T16:13:52,POINT (-80.03433529404352 26.04195860145),"POLYGON ((-80.05433529404351 26.02195860145, -80.01433529404352 26.02195860145, -80.01433529404352 26.06195860145, -80.05433529404351 26.06195860145, -80.05433529404351 26.02195860145))"
714,2017-12-03T16:12:05,POINT (-80.10185424792526 25.82517715466808),"POLYGON ((-80.12185424792526 25.80517715466808, -80.08185424792526 25.80517715466808, -80.08185424792526 25.84517715466808, -80.12185424792526 25.84517715466808, -80.12185424792526 25.80517715466808))"
715,2017-12-03T16:12:37,POINT (-80.06050536248209 25.88895583252857),"POLYGON ((-80.08050536248209 25.86895583252857, -80.04050536248209 25.86895583252857, -80.04050536248209 25.90895583252857, -80.08050536248209 25.90895583252857, -80.08050536248209 25.86895583252857))"
716,2017-12-03T16:12:09,POINT (-79.97427332982214 25.7845805269761),"POLYGON ((-79.99427332982214 25.7645805269761, -79.95427332982214 25.7645805269761, -79.95427332982214 25.8045805269761, -79.99427332982214 25.8045805269761, -79.99427332982214 25.7645805269761))"
717,2017-12-03T16:12:15,POINT (-80.01950908573212 26.06167586615334),"POLYGON ((-80.03950908573212 26.04167586615334, -79.99950908573213 26.04167586615334, -79.99950908573213 26.08167586615334, -80.03950908573212 26.08167586615334, -80.03950908573212 26.04167586615334))"
718,2017-12-03T16:13:47,POINT (-80.06808755698553 25.97005818185263),"POLYGON ((-80.08808755698553 25.95005818185263, -80.04808755698554 25.95005818185263, -80.04808755698554 25.99005818185262, -80.08808755698553 25.99005818185262, -80.08808755698553 25.95005818185263))"
719,2017-12-03T16:13:14,POINT (-80.02361864490166 26.15122917162964),"POLYGON ((-80.04361864490166 26.13122917162964, -80.00361864490166 26.13122917162964, -80.00361864490166 26.17122917162964, -80.04361864490166 26.17122917162964, -80.04361864490166 26.13122917162964))"
720,2017-12-03T16:12:06,POINT (-80.07153350007272 26.08385135791942),"POLYGON ((-80.09153350007271 26.06385135791942, -80.05153350007272 26.06385135791942, -80.05153350007272 26.10385135791942, -80.09153350007271 26.10385135791942, -80.09153350007271 26.06385135791942))"
721,2017-12-03T16:13:37,POINT (-79.97051132899011 25.78593125992685),"POLYGON ((-79.99051132899011 25.76593125992686, -79.95051132899012 25.76593125992686, -79.95051132899012 25.80593125992685, -79.99051132899011 25.80593125992685, -79.99051132899011 25.76593125992686))"
722,2017-12-03T16:12:12,POINT (-80.08224629809638 26.03454811086858),"POLYGON ((-80.10224629809638 26.01454811086858, -80.06224629809638 26.01454811086858, -80.06224629809638 26.05454811086858, -80.10224629809638 26.05454811086858, -80.10224629809638 26.01454811086858))"
723,2017-12-03T16:13:07,POINT (-80.04631282080388 25.97468194378901),"POLYGON ((-80.06631282080387 25.95468194378901, -80.02631282080388 25.95468194378901, -80.02631282080388 25.99468194378901, -80.06631282080387 25.99468194378901, -80.06631282080387 25.95468194378901))"
724,2017-12-03T16:12:48,POINT (-80.07530904465715 25.88123503017701),"POLYGON ((-80.09530904465714 25.86123503017701, -80.05530904465715 25.86123503017701, -80.05530904465715 25.90123503017701, -80.09530904465714 25.90123503017701, -80.09530904465714 25.86123503017701))"
725,2017-12-03T16:12:02,POINT (-80.09462422155731 26.04088749639539),"POLYGON ((-80.11462422155731 26.02088749639539, -80.07462422155731 26.02088749639539, -80.07462422155731 26.06088749639539, -80.11462422155731 26.06088749639539, -80.11462422155731 26.02088749639539))"
726,2017-12-03T16:13:02,POINT (-79.99642390630133 25.8528998950368),"POLYGON ((-80.01642390630133 25.8328998950368, -79.97642390630133 25.8328998950368, -79.97642390630133 25.8728998950368, -80.01642390630133 25.8728998950368, -80.01642390630133 25.8328998950368))"
727,2017-12-03T16:13:29,POINT (-80.08347324489749 26.15629167071614),"POLYGON ((-80.10347324489749 26.13629167071614, -80.06347324489749 26.13629167071614, -80.06347324489749 26.17629167071614, -80.10347324489749 26.17629167071614, -80.10347324489749 26.13629167071614))"
728,2017-12-03T16:12:09,POINT (-80.04716396931489 26.16087038499744),"POLYGON ((-80.06716396931489 26.14087038499745, -80.0271639693149 26.14087038499745, -80.0271639693149 26.18087038499744, -80.06716396931489 26.18087038499744, -80.06716396931489 26.14087038499745))"
729,2017-12-03T16:13:24,POINT (-80.01853513573219 26.33844270347033),"POLYGON ((-80.03853513573219 26.31844270347033, -79.9985351357322 26.31844270347033, -79.9985351357322 26.35844270347033, -80.03853513573219 26.35844270347033, -80.03853513573219 26.31844270347033))"
730,2017-12-03T16:12:03,POINT (-79.99149684010106 26.12181072715689),"POLYGON ((-80.01149684010106 26.10181072715689, -79.97149684010107 26.10181072715689, -79.97149684010107 26.14181072715689, -80.01149684010106 26.14181072715689, -80.01149684010106 26.10181072715689))"
731,2017-12-07T16:11:16,POINT (-80.0018566640007 26.22485799477991),"POLYGON ((-80.02185666400069 26.20485799477991, -79.9818566640007 26.20485799477991, -79.9818566640007 26.24485799477991, -80.02185666400069 26.24485799477991, -80.02185666400069 26.20485799477991))"
732,2017-12-07T16:13:53,POINT (-79.98327872572162 25.81553077912237),"POLYGON ((-80.00327872572161 25.79553077912237, -79.96327872572162 25.79553077912237, -79.96327872572162 25.83553077912237, -80.00327872572161 25.83553077912237, -80.00327872572161 25.79553077912237))"
733,2017-12-07T16:12:37,POINT (-80.10358210811138 25.90004965604777),"POLYGON ((-80.12358210811138 25.88004965604777, -80.08358210811139 25.88004965604777, -80.08358210811139 25.92004965604777, -80.12358210811138 25.92004965604777, -80.12358210811138 25.88004965604777))"
734,2017-12-07T16:13:23,POINT (-80.06257298004438 25.86083375872828),"POLYGON ((-80.08257298004438 25.84083375872828, -80.04257298004438 25.84083375872828, -80.04257298004438 25.88083375872828, -80.08257298004438 25.88083375872828, -80.08257298004438 25.84083375872828))"
735,2017-12-07T16:13:18,POINT (-80.03397016744367 25.73336466858823),"POLYGON ((-80.05397016744367 25.71336466858823, -80.01397016744367 25.71336466858823, -80.01397016744367 25.75336466858823, -80.05397016744367 25.75336466858823, -80.05397016744367 25.71336466858823))"
736,2017-12-07T16:12:57,POINT (-80.03435448833895 25.78979053218833),"POLYGON ((-80.05435448833894 25.76979053218833, -80.01435448833895 25.76979053218833, -80.01435448833895 25.80979053218833, -80.05435448833894 25.80979053218833, -80.05435448833894 25.76979053218833))"
737,2017-12-07T16:12:44,POINT (-79.98660822305143 25.80761042528368),"POLYGON ((-80.00660822305143 25.78761042528368, -79.96660822305144 25.78761042528368, -79.96660822305144 25.82761042528368, -80.00660822305143 25.82761042528368, -80.00660822305143 25.78761042528368))"
738,2017-12-07T16:13:55,POINT (-80.04103639858127 25.90897313762717),"POLYGON ((-80.06103639858127 25.88897313762717, -80.02103639858127 25.88897313762717, -80.02103639858127 25.92897313762717, -80.06103639858127 25.92897313762717, -80.06103639858127 25.88897313762717))"
739,2017-12-08T16:11:18,POINT (-80.04969661096831 26.13796460291346),"POLYGON ((-80.06969661096831 26.11796460291346, -80.02969661096832 26.11796460291346, -80.02969661096832 26.15796460291346, -80.06969661096831 26.15796460291346, -80.06969661096831 26.11796460291346))"
740,2017-12-08T16:11:20,POINT (-80.0697007847586 26.03265430380471),"POLYGON ((-80.08970078475859 26.01265430380471, -80.0497007847586 26.01265430380471, -80.0497007847586 26.05265430380471, -80.08970078475859 26.05265430380471, -80.08970078475859 26.01265430380471))"
741,2017-12-08T16:11:39,POINT (-80.06282071215998 26.28140994012183),"POLYGON ((-80.08282071215997 26.26140994012183, -80.04282071215998 26.26140994012183, -80.04282071215998 26.30140994012183, -80.08282071215997 26.30140994012183, -80.08282071215997 26.26140994012183))"
742,2017-12-08T16:12:40,POINT (-80.0758782679442 26.19232521446436),"POLYGON ((-80.0958782679442 26.17232521446436, -80.05587826794421 26.17232521446436, -80.05587826794421 26.21232521446436, -80.0958782679442 26.21232521446436, -80.0958782679442 26.17232521446436))"
743,2017-12-08T16:11:46,POINT (-80.01624910700058 25.97510122098744),"POLYGON ((-80.03624910700057 25.95510122098744, -79.99624910700058 25.95510122098744, -79.99624910700058 25.99510122098744, -80.03624910700057 25.99510122098744, -80.03624910700057 25.95510122098744))"
744,2017-12-08T16:11:02,POINT (-80.05031733236412 26.03358275538191),"POLYGON ((-80.07031733236411 26.01358275538191, -80.03031733236412 26.01358275538191, -80.03031733236412 26.05358275538191, -80.07031733236411 26.05358275538191, -80.07031733236411 26.01358275538191))"
745,2017-12-08T16:11:05,POINT (-80.04564351062356 25.85632585204191),"POLYGON ((-80.06564351062356 25.83632585204191, -80.02564351062357 25.83632585204191, -80.02564351062357 25.87632585204191, -80.06564351062356 25.87632585204191, -80.06564351062356 25.83632585204191))"
746,2017-12-08T16:12:10,POINT (-79.99692615321898 26.14607524250429),"POLYGON ((-80.01692615321898 26.12607524250429, -79.97692615321898 26.12607524250429, -79.97692615321898 26.16607524250429, -80.01692615321898 26.16607524250429, -80.01692615321898 26.12607524250429))"
747,2017-12-08T16:12:26,POINT (-80.09517094199236 25.95393632021001),"POLYGON ((-80.11517094199236 25.93393632021001, -80.07517094199237 25.93393632021001, -80.07517094199237 25.97393632021001, -80.11517094199236 25.97393632021001, -80.11517094199236 25.93393632021001))"
748,2017-12-08T16:12:09,POINT (-80.05105922924666 25.82146213156142),"POLYGON ((-80.07105922924666 25.80146213156142, -80.03105922924667 25.80146213156142, -80.03105922924667 25.84146213156142, -80.07105922924666 25.84146213156142, -80.07105922924666 25.80146213156142))"
749,2017-12-08T16:12:24,POINT (-80.05687321695807 25.81404437853718),"POLYGON ((-80.07687321695806 25.79404437853718, -80.03687321695807 25.79404437853718, -80.03687321695807 25.83404437853718, -80.07687321695806 25.83404437853718, -80.07687321695806 25.79404437853718))"
750,2017-12-11T13:52:27,POINT (-80.05585922485565 26.18350984895639),"POLYGON ((-80.07585922485565 26.16350984895639, -80.03585922485566 26.16350984895639, -80.03585922485566 26.20350984895639, -80.07585922485565 26.20350984895639, -80.07585922485565 26.16350984895639))"
751,2017-12-15T16:11:23,POINT (-80.00856445782328 26.46624467362535),"POLYGON ((-80.02856445782328 26.44624467362535, -79.98856445782329 26.44624467362535, -79.98856445782329 26.48624467362535, -80.02856445782328 26.48624467362535, -80.02856445782328 26.44624467362535))"
752,2017-12-15T16:11:27,POINT (-79.9438126846418 26.26752362186184),"POLYGON ((-79.96381268464179 26.24752362186184, -79.9238126846418 26.24752362186184, -79.9238126846418 26.28752362186184, -79.96381268464179 26.28752362186184, -79.96381268464179 26.24752362186184))"
753,2017-12-15T16:10:20,POINT (-79.93806713051083 26.21917057552226),"POLYGON ((-79.95806713051083 26.19917057552226, -79.91806713051083 26.19917057552226, -79.91806713051083 26.23917057552226, -79.95806713051083 26.23917057552226, -79.95806713051083 26.19917057552226))"
754,2017-12-16T16:10:35,POINT (-80.03408193314252 26.19039697153008),"POLYGON ((-80.05408193314251 26.17039697153008, -80.01408193314252 26.17039697153008, -80.01408193314252 26.21039697153008, -80.05408193314251 26.21039697153008, -80.05408193314251 26.17039697153008))"
755,2017-12-16T16:11:18,POINT (-80.02234255492493 26.14671216633311),"POLYGON ((-80.04234255492493 26.12671216633311, -80.00234255492494 26.12671216633311, -80.00234255492494 26.16671216633311, -80.04234255492493 26.16671216633311, -80.04234255492493 26.12671216633311))"
756,2017-12-18T16:10:41,POINT (-80.05261196368672 25.88396232247745),"POLYGON ((-80.07261196368671 25.86396232247745, -80.03261196368672 25.86396232247745, -80.03261196368672 25.90396232247745, -80.07261196368671 25.90396232247745, -80.07261196368671 25.86396232247745))"
757,2017-12-18T16:11:47,POINT (-79.94620192024851 25.89393129299252),"POLYGON ((-79.96620192024851 25.87393129299252, -79.92620192024852 25.87393129299252, -79.92620192024852 25.91393129299252, -79.96620192024851 25.91393129299252, -79.96620192024851 25.87393129299252))"
758,2017-12-20T15:21:21,POINT (-80.07635879081181 25.67720520279247),"POLYGON ((-80.09635879081181 25.65720520279247, -80.05635879081181 25.65720520279247, -80.05635879081181 25.69720520279247, -80.09635879081181 25.69720520279247, -80.09635879081181 25.65720520279247))"
759,2017-12-20T15:21:04,POINT (-80.02504151535301 26.17201675906143),"POLYGON ((-80.04504151535301 26.15201675906143, -80.00504151535301 26.15201675906143, -80.00504151535301 26.19201675906143, -80.04504151535301 26.19201675906143, -80.04504151535301 26.15201675906143))"
760,2017-12-20T15:20:18,POINT (-79.97906574988679 26.11674680785762),"POLYGON ((-79.99906574988678 26.09674680785762, -79.95906574988679 26.09674680785762, -79.95906574988679 26.13674680785762, -79.99906574988678 26.13674680785762, -79.99906574988678 26.09674680785762))"
761,2017-12-20T15:21:29,POINT (-80.10115636560096 25.77308858782345),"POLYGON ((-80.12115636560095 25.75308858782345, -80.08115636560096 25.75308858782345, -80.08115636560096 25.79308858782345, -80.12115636560095 25.79308858782345, -80.12115636560095 25.75308858782345))"
762,2017-12-20T15:20:16,POINT (-79.98447068983189 26.1140187154814),"POLYGON ((-80.00447068983189 26.0940187154814, -79.9644706898319 26.0940187154814, -79.9644706898319 26.1340187154814, -80.00447068983189 26.1340187154814, -80.00447068983189 26.0940187154814))"
763,2017-12-20T15:21:22,POINT (-80.01920746951622 26.17184510583645),"POLYGON ((-80.03920746951621 26.15184510583645, -79.99920746951622 26.15184510583645, -79.99920746951622 26.19184510583645, -80.03920746951621 26.19184510583645, -80.03920746951621 26.15184510583645))"
764,2017-12-20T15:21:22,POINT (-80.01855441058575 26.16749876234205),"POLYGON ((-80.03855441058575 26.14749876234205, -79.99855441058575 26.14749876234205, -79.99855441058575 26.18749876234205, -80.03855441058575 26.18749876234205, -80.03855441058575 26.14749876234205))"
765,2017-12-20T15:21:13,POINT (-80.01419748345478 26.30931653311241),"POLYGON ((-80.03419748345478 26.28931653311241, -79.99419748345478 26.28931653311241, -79.99419748345478 26.32931653311241, -80.03419748345478 26.32931653311241, -80.03419748345478 26.28931653311241))"
766,2017-12-20T15:21:28,POINT (-79.98834246665376 26.15975396384253),"POLYGON ((-80.00834246665376 26.13975396384253, -79.96834246665377 26.13975396384253, -79.96834246665377 26.17975396384253, -80.00834246665376 26.17975396384253, -80.00834246665376 26.13975396384253))"
767,2017-12-20T15:21:34,POINT (-80.08823991661511 25.97199905421899),"POLYGON ((-80.1082399166151 25.95199905421899, -80.06823991661511 25.95199905421899, -80.06823991661511 25.99199905421899, -80.1082399166151 25.99199905421899, -80.1082399166151 25.95199905421899))"
768,2017-12-20T15:20:20,POINT (-80.0753719616139 25.76128512345971),"POLYGON ((-80.09537196161389 25.74128512345971, -80.0553719616139 25.74128512345971, -80.0553719616139 25.78128512345971, -80.09537196161389 25.78128512345971, -80.09537196161389 25.74128512345971))"
769,2017-12-20T15:20:37,POINT (-80.03022151846845 26.17924942208753),"POLYGON ((-80.05022151846845 26.15924942208753, -80.01022151846846 26.15924942208753, -80.01022151846846 26.19924942208753, -80.05022151846845 26.19924942208753, -80.05022151846845 26.15924942208753))"
770,2017-12-20T16:08:37,POINT (-80.01459770103875 26.828906564222),"POLYGON ((-80.03459770103875 26.808906564222, -79.99459770103876 26.808906564222, -79.99459770103876 26.848906564222, -80.03459770103875 26.848906564222, -80.03459770103875 26.808906564222))"
771,2017-12-20T16:08:47,POINT (-79.93836443723623 26.78866674265654),"POLYGON ((-79.95836443723623 26.76866674265654, -79.91836443723624 26.76866674265654, -79.91836443723624 26.80866674265654, -79.95836443723623 26.80866674265654, -79.95836443723623 26.76866674265654))"
772,2017-12-20T16:09:58,POINT (-79.97525356245524 26.83556756789102),"POLYGON ((-79.99525356245523 26.81556756789102, -79.95525356245524 26.81556756789102, -79.95525356245524 26.85556756789101, -79.99525356245523 26.85556756789101, -79.99525356245523 26.81556756789102))"
773,2017-12-20T16:08:04,POINT (-80.00206951980444 26.84373807371816),"POLYGON ((-80.02206951980443 26.82373807371816, -79.98206951980444 26.82373807371816, -79.98206951980444 26.86373807371816, -80.02206951980443 26.86373807371816, -80.02206951980443 26.82373807371816))"
774,2017-12-20T16:09:08,POINT (-79.94857983624023 26.7795690587932),"POLYGON ((-79.96857983624022 26.7595690587932, -79.92857983624023 26.7595690587932, -79.92857983624023 26.7995690587932, -79.96857983624022 26.7995690587932, -79.96857983624022 26.7595690587932))"
